sentence,lemma,verb,verb_pos,theme,recipient,theme_pos,recipient_pos
well give him a kiss he feel better ?,give,give,VB,kiss,him,NN,PRP
what were you feeding tickles ?,feed,feeding,VBG,tickles,what,NNP,WP
what're you feeding her ?,feed,feeding,VBG,her,what,PRP,WP
i know but what what are you giving her macaroni .,give,giving,VBG,her,what,PRP,WP
did you give her an aspirin ?,give,give,VB,aspirin,her,NN,PRP
okay or i'll give you a good spanking ?,give,give,VB,spanking,you,NN,PRP
tell me a story ?,tell,tell,VB,story,me,NN,PRP
what name shall we give this one ?,give,give,VB,one,name,NN,NN
we could sing him a lullaby .,sing,sing,VB,lullaby,him,NN,PRP
can you sing him twinkle twinkle little star ?,sing,sing,VB,star,him,NN,PRP
who can read them a story that's a good question ?,read,read,VB,story,them,NN,PRP
oh then what did the policeman tell the lady ?,tell,tell,VB,lady,what,NN,WP
what'd the policeman tell the lady ?,tell,tell,VB,lady,what,NN,WP
you can give me one more and we'll have four !,give,give,VB,one,me,CD,PRP
you gonna give me a dime ?,give,give,VB,dime,me,NN,PRP
okay now give me the dimes .,give,give,VB,dimes,me,NNS,PRP
now give me the dimes ?,give,give,VB,dimes,me,NNS,PRP
give me the other dime ?,give,give,VB,dime,me,NN,PRP
what are you taking everything home ?,take,taking,VBG,everything,what,NN,WP
i brought you a present ?,bring,brought,VBD,present,you,NN,PRP
who gave me that pipe ?,give,gave,VBD,pipe,me,NN,PRP
i'll give you a stove ?,give,give,VB,stove,you,NN,PRP
nonna gave you these for christmas remember ?,give,gave,VBD,these,you,DT,PRP
she gave you the doll house .,give,gave,VBD,house,you,NN,PRP
we can pretend and give him a name .,give,give,VB,name,him,NN,PRP
what shall we give him as a name ?,give,give,VB,him,what,PRP,WP
remember i read you and lawny a story ?,read,read,VBD,story,you,NN,PRP
will you make me something with all your new pots ?,make,make,VB,something,me,NN,PRP
do you think you could give me a cup of tea ?,give,give,VB,cup,me,NN,PRP
so sing me another song .,sing,sing,VB,song,me,NN,PRP
sing me the turkey song .,sing,sing,VB,song,me,NN,PRP
teach me the words .,teach,teach,VB,words,me,NNS,PRP
show me the snow man .,show,show,VB,man,me,NNP,PRP
donald's giving him a hand ?,give,giving,VBG,hand,him,NN,PRP
i'm gonna give you a hug ?,give,give,VB,hug,you,NN,PRP
huh what are you telling me don uh bunny rabbit .,tell,telling,VBG,me,what,PRP,WP
give him a big smooch .,give,give,VB,smooch,him,NN,PRP
oh did mommy tell you that ?,tell,tell,VB,that,you,DT,PRP
now we'll give him a tail .,give,give,VB,tail,him,NN,PRP
can you give him a tail ?,give,give,VB,tail,him,NN,PRP
who gave you that ?,give,gave,VBD,that,you,DT,PRP
my dad showed me the whole kingdom and i'm gonna rule it all .,show,showed,VBD,kingdom,me,NN,PRP
simba let me tell you something my father told me .,tell,tell,VB,something,you,NN,PRP
give me one good reason why i shouldn't rip you apart said simba .,give,give,VB,reason,me,NN,PRP
someone gives him shrimp .,give,gives,VBZ,shrimp,him,NN,PRP
that blue one that dadaji gave you ?,give,gave,VBD,you,that,PRP,WDT
seven dollars is what you owe me .,owe,owe,VBP,me,what,PRP,WP
what were you asking me ?,ask,asking,VBG,me,what,PRP,WP
so that's seven dollars that you owe me .,owe,owe,VBP,me,that,PRP,WDT
well why don't you give me a couple of those and we'll pretend it's seven dollars ?,give,give,VB,couple,me,NN,PRP
i could make you money that way .,make,make,VB,money,you,NN,PRP
ah that just gave me a shock .,give,gave,VBD,shock,me,NN,PRP
because the all the light fixtures down here are giving me a big shock and i don't like that .,give,giving,VBG,shock,me,NN,PRP
let's show them the picture of the three cows on your door .,show,show,VB,picture,them,NN,PRP
i think we should give the children their snack ?,give,give,VB,snack,children,NN,NNS
let's give him honey cookies ?,give,give,VB,cookies,him,NNS,PRP
okay let's give everyone a snack then ?,give,give,VB,snack,everyone,NN,NN
let's make sure we bring them some snack .,bring,bring,VBP,snack,them,NN,PRP
emily come here read me a book .,read,read,VB,book,me,NN,PRP
read me the turtle book or the wiggles book .,read,read,VB,book,me,NN,PRP
tell me the story .,tell,tell,VB,story,me,NN,PRP
come here i'll give it a kiss ?,give,give,VB,kiss,it,NN,PRP
here let me give it a kiss .,give,give,VB,kiss,it,NN,PRP
tell me some more stories .,tell,tell,VB,stories,me,NNS,PRP
did kurt give you one ?,give,give,VB,one,you,NN,PRP
and you give him a hat .,give,give,VBP,hat,him,NN,PRP
give him a .,give,give,VB,a,him,DT,PRP
let me just give him another arm .,give,give,VB,arm,him,NN,PRP
the man at the gas station gave me two little rhinoceroses .,give,gave,VBD,rhinoceroses,me,NNS,PRP
okay but i would like to look at this book that maggie gave us too !,give,gave,VBD,us,that,PRP,WDT
did grandma and grandpa bring you anything else .,bring,bring,VB,anything,you,NN,PRP
she taught you a very good thing !,teach,taught,VBD,thing,you,NN,PRP
tell you a nice story .,tell,tell,VB,story,you,NN,PRP
the ghost riders will tell you a nice story .,tell,tell,VB,story,you,NN,PRP
they'll come down and tell you a story .,tell,tell,VB,story,you,NN,PRP
they'll tell you a story about all that .,tell,tell,VB,story,you,NN,PRP
why do not you you ta why do not you you read me a story ?,read,read,VB,story,me,NN,PRP
tell her all that you saw .,tell,tell,VB,all,her,DT,PRP
you tell me the story .,tell,tell,VBP,story,me,NN,PRP
that's what you always tell me .,tell,tell,VBP,me,what,PRP,WP
mushrooms did you tell daddy about all the mushrooms we found yesterday ?,tell,tell,VB,daddy,mushrooms,NN,NNS
did you show edna the picture you drew at school ?,show,show,VB,picture,edna,NN,NNP
you know you can really make a lot of christmas presents for people if you make them pictures .,make,make,VBP,pictures,them,NNS,PRP
give him lots of pretty fins .,give,give,VB,lots,him,NNS,PRP
remember how you read me the book when i was in the bath tub ?,read,read,VBD,book,me,NN,PRP
i think it's time for them to go to bed and he's reading them bedtime stories .,read,reading,VBG,stories,them,NNS,PRP
and after you give your tummy a rest you can have a banana .,give,give,VBP,rest,tummy,NN,NN
is he bringing us a pizza ?,bring,bringing,VBG,pizza,us,NN,PRP
well if this is the tyrannosaurus bringing us pizza i gotta like him .,bring,bringing,VBG,pizza,us,NN,PRP
giving me a lubriderm .,give,giving,VBG,lubriderm,me,NNP,PRP
did daddy teach you that word ?,teach,teach,VB,word,you,NN,PRP
he might bring you some cake .,bring,bring,VB,cake,you,NN,PRP
give him a kiss ross ?,give,give,VB,kiss,him,NN,PRP
give him a kiss ?,give,give,VB,kiss,him,NN,PRP
give him a kiss .,give,give,VB,kiss,him,NN,PRP
you didn't shoot her anything ?,shoot,shoot,VB,anything,her,NN,PRP
he came home from the baby sitter's i gave him your baby blanket and marky went pee pee all over it ?,give,gave,VBD,blanket,him,NN,PRP
can you tell me some more things you saw at the museum ?,tell,tell,VB,things,me,NNS,PRP
what about this what does a cat say ?,say,say,VB,what,what,WP,WP
say tell us a joke .,tell,tell,VB,joke,us,NN,PRP
adam what did i tell you about that .,tell,tell,VB,you,what,PRP,WP
i could give you some paper .,give,give,VB,paper,you,NN,PRP
can you bring me your plate ?,bring,bring,VB,plate,me,NN,PRP
here i'll give you some more syrup ?,give,give,VB,syrup,you,NN,PRP
okay you tell me the story ?,tell,tell,VB,story,me,NN,PRP
we can make you some butterfly wings ?,make,make,VB,wings,you,NNS,PRP
okay now let me give you some skin .,give,give,VB,skin,you,NN,PRP
what did you tell them ?,tell,tell,VB,them,what,PRP,WP
what'd i tell you that was this morning ?,tell,tell,VB,you,what,PRP,WP
tell me a secret ?,tell,tell,VB,secret,me,NN,PRP
what's i tell you ?,tell,tell,VB,'s,what,VBZ,WP
you think what'd i tell you .,tell,tell,VB,you,what,PRP,WP
give me that .,give,give,VB,that,me,DT,PRP
what did you feed them ?,feed,feed,VB,them,what,PRP,WP
you sure are giving them a lot of food ?,give,giving,VBG,lot,them,NN,PRP
how about making me some spaghetti ?,make,making,VBG,spaghetti,me,NN,PRP
will you show me the book of bread and jam ?,show,show,VB,book,me,NNP,PRP
do you remember who gave you this dress ?,give,gave,VBD,dress,you,NN,PRP
pierre and maryse brought you a hat .,bring,brought,VBD,hat,you,NN,PRP
give kittie a nice pat .,give,give,VB,pat,kittie,NN,NNP
and then they give you candy see .,give,give,VBP,candy,you,NN,PRP
daddy sure does feed you a lot of junk .,feed,feed,VB,lot,you,NN,PRP
give james his credit card ?,give,give,VB,card,james,NN,NNP
when aunt carey gives you a dollar what do you do with it ?,give,gives,VBZ,dollar,you,NN,PRP
tell your store something .,tell,tell,VB,something,store,NN,NN
tell me their story .,tell,tell,VB,story,me,NN,PRP
emily tell me the story .,tell,tell,VB,story,me,NN,PRP
tell me stories what'd you do this week .,tell,tell,VB,stories,me,NNS,PRP
will you tell me more about your books .,tell,tell,VB,more,me,JJR,PRP
because i thought that it might be easier if i give you one color and then another and then another .,give,give,VBP,color,you,NN,PRP
yeah i gave you a different brush because the other one it looked like the pieces of the brush were coming out on your paper because you were banging the brush on the paper see how there's little pieces of brush on your paper .,give,gave,VBD,brush,you,NN,PRP
you wanna keep the purple there and i'll give you some orange ?,give,give,VB,orange,you,NN,PRP
i'll give you a separate i'll give you a different ?,give,give,VB,separate,you,JJ,PRP
it's seems like i do get a picture almost every day you've given me one ?,give,given,VBN,one,me,NN,PRP
naima what did i just ask you .,ask,ask,VB,you,what,PRP,WP
i'm gonna give you the the really thick brush .,give,give,VB,brush,you,NN,PRP
so parents always call their children that in kind of a .,call,call,VBP,that,children,DT,NNS
sarah who gave you the dishes .,give,gave,VBD,dishes,you,NNS,PRP
what'd i tell you ?,tell,tell,VB,you,what,PRP,WP
how many pieces did jo ann give you ?,give,give,VB,you,pieces,PRP,NNS
she gave you a lot aha ?,give,gave,VBD,lot,you,NN,PRP
you know what can we push it over a little bit ?,push,push,VB,it,what,PRP,WP
just give me the apple .,give,give,VB,apple,me,NN,PRP
alright give mommy your trains ?,give,give,VB,trains,mommy,NNS,NN
what what does that say ?,say,say,VB,what,what,WP,WP
what are you showing her ?,show,showing,VBG,her,what,PRP,WP
abe's showing you his gourds edna ?,show,showing,VBG,gourds,you,NNS,PRP
who does dave call bobo ?,call,call,VB,bobo,who,NNP,WP
okay give me your cut .,give,give,VB,cut,me,NN,PRP
what are we gonna feed them ?,feed,feed,VB,them,what,PRP,WP
i'll give you some more rice ?,give,give,VB,rice,you,NN,PRP
i'll give you some of mine okay ?,give,give,VB,some,you,DT,PRP
if you do i'll give you a trick ?,give,give,VB,trick,you,NN,PRP
okay give me a kiss .,give,give,VB,kiss,me,NN,PRP
okay you can show me that book ?,show,show,VB,book,me,NN,PRP
what's the matter tell me ?,tell,tell,VB,me,what,PRP,WP
listen listen i'm asking you a question ?,ask,asking,VBG,question,you,NN,PRP
can you tell me any numbers that you know on there ?,tell,tell,VB,numbers,me,NNS,PRP
can you bring me a piece of paper ?,bring,bring,VB,piece,me,NN,PRP
so did the doctor give you any aspirin or anything ?,give,give,VB,aspirin,you,NN,PRP
well what did he give you ?,give,give,VB,you,what,PRP,WP
he didn't give you anything ?,give,give,VB,anything,you,NN,PRP
tell marky that if he talks you'll give him a real nice kiss .,give,give,VB,kiss,him,NN,PRP
so tell him that .,tell,tell,VB,that,him,DT,PRP
just tell him that .,tell,tell,VB,that,him,DT,PRP
say i'll give you a nice kiss .,give,give,VB,kiss,you,NN,PRP
he's going to give you teach you some new words .,teach,teach,VB,words,you,NNS,PRP
give me one .,give,give,VB,one,me,NN,PRP
okay i'll give you the letter r after dinner .,give,give,VB,letter,you,NN,PRP
and then i'll give you the letter r too ?,give,give,VB,letter,you,NN,PRP
i might give you a letter r for your birthday .,give,give,VB,r,you,NN,PRP
and maybe i'll give you a couple more letters too ?,give,give,VB,letters,you,NNS,PRP
okay what did the teacher say ross .,say,say,VB,ross,what,NNP,WP
give me that ?,give,give,VB,that,me,DT,PRP
give me that .,give,give,VB,that,me,DT,PRP
give her a little .,give,give,VB,little,her,JJ,PRP
give her the meat ?,give,give,VB,meat,her,NN,PRP
if i give you ten dollars ?,give,give,VBP,dollars,you,NNS,PRP
mm give me more .,give,give,VB,more,me,JJR,PRP
give me more said the frog .,give,give,VB,more,me,JJR,PRP
i'm not offering you any food yet cause i haven't finished making the chowder .,offer,offering,VBG,food,you,NN,PRP
i will be so happy if you give him a sleep present .,give,give,VBP,present,him,NN,PRP
if i give you a wet rag .,give,give,VBP,rag,you,NN,PRP
oh give me a minute ?,give,give,VB,minute,me,NN,PRP
as if you're giving him a massage ?,give,giving,VBG,massage,him,NN,PRP
oh you know what you should probably roll up your sleeves ?,roll,roll,VB,sleeves,what,NNS,WP
i'm gonna give you a rag you can wipe up that extra water .,give,give,VB,rag,you,NN,PRP
maybe lois'll just give us a piece of paper .,give,give,VB,piece,us,NN,PRP
i thought daddy showed you your own room .,show,showed,VBD,room,you,NN,PRP
just a minute give me a minute and i'll see if i can get it okay can i have this jen ?,give,give,VB,minute,me,NN,PRP
she's gonna throw away the diaper a wet diaper .,throw,throw,VB,diaper,diaper,NN,NN
give it pet will you give that pet ?,give,give,VB,pet,it,NN,PRP
give it pet please ?,give,give,VB,pet,it,NN,PRP
give it pet .,give,give,VB,pet,it,NN,PRP
come on give it pet .,give,give,VB,pet,it,NN,PRP
here let me give you one okay ?,give,give,VB,one,you,CD,PRP
she's in the pouch that's what i call that .,call,call,VBP,that,what,DT,WP
did i give you a hit you too .,give,give,VB,hit,you,NN,PRP
who gave you that little doll ?,give,gave,VBD,doll,you,NN,PRP
who gave you that doll do you remember ?,give,gave,VBD,doll,you,NN,PRP
show her your new house .,show,show,VB,house,her,NN,PRP
why don't you make the baby some supper ?,make,make,VB,supper,baby,NN,NN
well give me time abe ?,give,give,VB,time,me,NN,PRP
show daddy your bear poster ?,show,show,VB,poster,daddy,NN,NN
i'll bring you lots of pillows and you guys can play with the pillows .,bring,bring,VB,lots,you,NNS,PRP
i gave marky my toothbrush ?,give,gave,VBD,toothbrush,marky,NN,NNP
come here i wanna show you you something .,show,show,VB,you,you,PRP,PRP
what does he give you ?,give,give,VB,you,what,PRP,WP
i should give you a spanking ?,give,give,VB,spanking,you,NN,PRP
who taught you that ?,teach,taught,VBD,that,you,DT,PRP
i thought uncle tommy takes you swimming too .,take,takes,VBZ,swimming,you,NN,PRP
let's show gloria your bathing cap for swimming .,show,show,VB,cap,gloria,NN,NNP
who taught you that song ?,teach,taught,VBD,song,you,NN,PRP
gloria asked you a question .,ask,asked,VBD,question,you,NN,PRP
show gloria your a ?,show,show,VB,a,gloria,NN,NNP
let's just give it a little wipe .,give,give,VB,wipe,it,NN,PRP
what did i tell you about throwing ?,tell,tell,VB,you,what,PRP,WP
what did i tell you about throwing things ?,tell,tell,VB,you,what,PRP,WP
