sentence,lemma,verb,verb_pos,theme,recipient,theme_pos,recipient_pos
shall we give this to daddy .,give,give,VB,this,daddy,DT,NN
okay why don't you write your name on it and we'll take it home to daddy ?,write,write,VB,name,it,NN,PRP
i thought you would want me to read it to you .,read,read,VB,it,you,PRP,PRP
you gonna read it to mommy or do you want mommy to read it to you ?,read,read,VB,it,mommy,PRP,NN
you want me to read it to you .,read,read,VB,it,you,PRP,PRP
why don't you give it to mommy .,give,give,VB,it,mommy,PRP,NN
want me to read that to you ?,read,read,VB,that,you,DT,PRP
i see you are pulling the bunny chair somewhere are you taking it off to your lair ?,take,taking,VBG,chair,it,NN,PRP
are you giving the marbles to the bunny then .,give,giving,VBG,marbles,bunny,NNS,NN
oh mommy's gonna show those to me .,show,show,VB,those,me,DT,PRP
well it looks like you're showing your blocks to jessica ?,show,showing,VBG,blocks,jessica,NNS,NNP
who gave that to you ?,give,gave,VBD,that,you,DT,PRP
do you take this to dancing school ?,take,take,VB,this,school,DT,NN
who takes you to dancing school ?,take,takes,VBZ,you,school,PRP,NN
do you take the bus to dancing school ?,take,take,VB,bus,school,NN,NN
i know it's santa claus but who gave it to you .,give,gave,VBD,it,you,PRP,PRP
who gave it to you ?,give,gave,VBD,it,you,PRP,PRP
yeah esther gave it to you ?,give,gave,VBD,it,you,PRP,PRP
and sent the wild things off to bed without their supper .,send,sent,VBD,things,bed,NNS,NN
what if she checks out a book and comes home and reads it to you ?,read,reads,VBZ,it,you,PRP,PRP
who did you think gave them to you ?,give,gave,VBD,them,you,PRP,PRP
i thought aunt katy gave them to you though ?,give,gave,VBD,them,you,PRP,PRP
and i'll send it down to her .,send,send,VB,it,her,PRP,PRP
i thought we would mail it to her .,mail,mail,VB,it,her,PRP,PRP
hand that to mommy i'll open it for you .,hand,hand,VB,that,mommy,DT,NN
ooh we'll have to ask gabi later we were gonna ask gabi later if she could come we thought maybe daddy and david could take you and gabi to fantasy land later .,take,take,VB,you,land,PRP,NN
oh you know what we'll bring your umbrella to alec's house when we get out of the car you can walk with it inside wouldn't that be great .,bring,bring,VB,umbrella,house,NN,NN
i di i'll give it back to you ?,give,give,VB,it,you,PRP,PRP
i'm gonna take you listen i'll take you to the bed room and talk to you too do you want me to do that .,take,take,VB,you,room,PRP,NN
hey you want me to read your book to you .,read,read,VB,book,you,NN,PRP
you want me to read it again to megan .,read,read,VB,it,megan,PRP,NNP
let me read it to megan real quick .,read,read,VB,it,megan,PRP,NNP
let me read this to you and your baby .,read,read,VB,this,you,DT,PRP
clifford's pals want me to read it to you .,read,read,VB,it,you,PRP,PRP
read this to me again ?,read,read,VB,this,me,DT,PRP
larry gave his to the cow larry gave his to the cow him and jo jo want to give yours to the cow ?,give,gave,VBD,his,cow,PRP,NN
i gave mine to the cow didn't i ?,give,gave,VBD,mine,cow,PRP,NN
give it to the cow .,give,give,VB,it,cow,PRP,NN
want to give yours to the cow .,give,give,VB,yours,cow,PRP,NN
can i take it to school .,take,take,VB,it,school,PRP,NN
can i show it to mike .,show,show,VB,it,mike,PRP,NNP
you're gonna send grampa to bed ?,send,send,VB,grampa,bed,NNP,NN
did baby ever send you to bed without supper ?,send,send,VB,you,bed,PRP,NN
baby never sent you to bed without dinner .,send,sent,VBD,you,bed,PRP,NN
that's why i think i'll i think i'll give it to my grandfather .,give,give,VB,it,grandfather,PRP,NN
put it back and send it to alex .,send,send,VB,it,alex,PRP,NNP
i'll send it to you ready .,send,send,VB,it,you,PRP,PRP
it brings all the food to the market ?,bring,brings,VBZ,food,market,NN,NN
alright go over there and i'll give them to you .,give,give,VB,them,you,PRP,PRP
send it right to you .,send,send,VB,it,you,PRP,PRP
when we go on our journey tomorrow do you wannna bring what's my job and so you can show it to grandma and play it with her ?,show,show,VB,it,grandma,PRP,NN
but when i get some after i finish putting away the dishes then i will write down what you would like me to say to him .,say,say,VB,what,him,WP,PRP
why don't you pick one out and give it to her ?,give,give,VB,it,her,PRP,PRP
okay you pick one out and give it to her .,give,give,VBP,it,her,PRP,PRP
you see you didn't give it to her so she had to pick one out herself .,give,give,VB,it,her,PRP,PRP
oh so you have to take her to the mother ?,take,take,VB,her,mother,PRP,NN
you gonna give it to them ?,give,give,VB,it,them,PRP,PRP
well then i think you should give it to them because we've got other pens .,give,give,VB,it,them,PRP,PRP
you want me to give it to you ?,give,give,VB,it,you,PRP,PRP
just i'll give it to me and i'll give it back to you .,give,give,VB,it,me,PRP,PRP
take the airplane in to mommy in the bath room .,take,take,VB,airplane,mommy,NN,NN
well why don't you put those away and then when your finished she'll give em back to you .,give,give,VB,em,you,PRP,PRP
i just brought it to you .,bring,brought,VBD,it,you,PRP,PRP
okay i bet if you asked amanda nicely she would hand it to you .,hand,hand,VB,amanda,it,NNP,PRP
he's bringing flowers pretty flowers to the table .,bring,bringing,VBG,flowers,table,NNS,NN
and what did nance say to you .,say,say,VB,what,you,WP,PRP
bring it to mommy she'll want to read it .,bring,bring,VB,it,mommy,PRP,NN
would you like me to read this book to you .,read,read,VB,book,you,NN,PRP
wait a minute i'm trying to finish the train so i can pass it to you ?,pass,pass,VB,it,you,PRP,PRP
i'm i'm giving it to claire she's putting it together for me that's .,give,giving,VBG,it,claire,PRP,NNP
okay you'll have to give it back to me now because you can't run around like that .,give,give,VB,it,me,PRP,PRP
did he say anything to you ?,say,say,VB,anything,you,NN,PRP
you gonna read the book to me ?,read,read,VB,book,me,NN,PRP
you gonna read it to me .,read,read,VB,it,me,PRP,PRP
or should i read it to you .,read,read,VB,it,you,PRP,PRP
okay give it to me then .,give,give,VB,it,me,PRP,PRP
okay do you want me to read a book to you ?,read,read,VB,book,you,NN,PRP
from morning to night she they gave her things to do .,give,gave,VBD,morning,night,NN,NN
people use to take animals from one place to another .,take,take,VB,animals,place,NNS,NN
you want me to come in and read that to you when i'm finished doing this .,read,read,VB,that,you,DT,PRP
that says on tuesday ruby took max to the store ?,take,took,VBD,tuesday,max,NNP,NNP
i don't wanna push him on the reading because he loves to be read to ?,push,push,VB,him,reading,PRP,NN
i just couldn't stop talking to her because she was explaining to me something about the school .,explain,explaining,VBG,me,something,PRP,NN
maybe we can bring dad to ben and jerry's ?,bring,bring,VB,dad,ben,NN,NNP
you gotta just push this to the middle ?,push,push,VB,this,middle,DT,NN
oh you wanna take the book to bed with you .,take,take,VB,book,bed,NN,NN
you take the book to bed with you ?,take,take,VBP,book,bed,NN,NN
you can take it to bed with you if you want ?,take,take,VB,it,bed,PRP,NN
you go take that to bed with you .,take,take,VB,that,bed,DT,NN
you take him to bed .,take,take,VBP,him,bed,PRP,NN
so you can't take it to bed with you .,take,take,VB,it,bed,PRP,NN
shall we read one of these riddles these riddles to you and see if you think it's funny .,read,read,VB,one,riddles,CD,NNS
what did the big firecracker say to the little firecracker ?,say,say,VB,what,firecracker,WP,NN
what's a big firecracker say to a little firecracker ?,say,say,VB,what,firecracker,WP,NN
and every once in a while peter the horse would come along and say hello to her ?,say,say,VB,hello,her,UH,PRP
okay take him to the hospital then .,take,take,VB,him,hospital,PRP,NN
explain that to me .,explain,explain,VB,that,me,DT,PRP
if you don't leave it there you can take it to school .,take,take,VB,it,it,PRP,PRP
want me to give him to donna ?,give,give,VB,him,donna,PRP,NNP
okay i guess i'll take your telephone and give it to someone else then ?,give,give,VB,it,someone,PRP,NN
and i'll give it to somebody else then ?,give,give,VB,it,somebody,PRP,NN
oh no no no give that to me .,give,give,VB,that,me,DT,PRP
oh boy give that to mommy .,give,give,VB,that,mommy,DT,NN
do you want me to take you to school ?,take,take,VB,you,school,PRP,NN
i'll take you to school ?,take,take,VB,you,school,PRP,NN
what did he say to you ?,say,say,VB,what,you,WP,PRP
who took you to the doctor yesterday ?,take,took,VBD,you,doctor,PRP,NN
okay read that book to me ?,read,read,VB,book,me,NN,PRP
read it to me ?,read,read,VB,it,me,PRP,PRP
yes she gave it to you ?,give,gave,VBD,it,you,PRP,PRP
you leave it out here for the baby and we'll give it to him later ?,leave,leave,VBP,it,baby,PRP,NN
will you read it to me .,read,read,VB,it,me,PRP,PRP
who gave that book to you ?,give,gave,VBD,book,you,NN,PRP
can you read it to me ?,read,read,VB,it,me,PRP,PRP
mm can you read the max book to me .,read,read,VB,book,me,NN,PRP
a moving van carries everything a family owns to their new home .,carry,carries,VBZ,everything,home,NN,NN
i'll give it to you sunday morning ?,give,give,VB,it,you,PRP,PRP
the next day toad gave his jacket to frog .,give,gave,VBD,jacket,frog,NN,NNP
snail said frog please take this letter to toad's house and put it in his mailbox .,take,take,VB,letter,house,NN,NN
who took you to the circus ?,take,took,VBD,you,circus,PRP,NN
let me hear you sing happy birthday to you .,sing,sing,VB,birthday,you,NN,PRP
i think she's sick do you think we ought to take her to doctor marx ?,take,take,VB,her,marx,PRP,NNP
i'm gonna roll it to you .,roll,roll,VB,it,you,PRP,PRP
i'll push it to you ?,push,push,VB,it,you,PRP,PRP
what do you say to lise .,say,say,VB,what,lise,WP,NNP
i think ellie gave that pipe to us ?,give,gave,VBD,pipe,us,NN,PRP
oh are you gonna give the bottle to the baby .,give,give,VB,bottle,baby,NN,NN
why don't you feed something to the indian ?,feed,feed,VB,something,indian,NN,NNP
you want to take your furniture to justin's house ?,take,take,VB,furniture,house,NN,NN
why don't you sing happy birthday to him ?,sing,sing,VB,birthday,him,NN,PRP
show it to me ?,show,show,VB,it,me,PRP,PRP
where do we take this tractor to ?,take,take,VB,where,tractor,WRB,NN
oh you didn't bring the siren to the fire truck .,bring,bring,VB,siren,truck,NN,NN
and then they took they actually took an airplane to london where paddington lives and then they took a train to france where danielle used to live .,take,took,VBD,airplane,london,NN,NNP
bring it over to me .,bring,bring,VB,it,me,PRP,PRP
what did maria say that day to tamar at the play ground ?,say,say,VB,what,tamar,WP,NNP
but pumbaa scooped simba him up anyway and carried him to safety .,carry,carried,VBD,him,safety,PRP,NN
you wanna take sleepy bear to that toy store ?,take,take,VB,bear,store,NNP,NN
would you like to show this to him .,show,show,VB,this,him,DT,PRP
let's take it down and show it to them and explain what the different kinds of cows are ?,show,show,VB,it,them,PRP,PRP
we can give one to each child in the school .,give,give,VB,one,child,CD,NN
will you read that pig book to me ?,read,read,VB,book,me,NN,PRP
okay read them to me ?,read,read,VB,them,me,PRP,PRP
give it to me ?,give,give,VB,it,me,PRP,PRP
you can't you have to give it to baby potato because there's no room .,give,give,VB,it,potato,PRP,NNP
you're taking him to school tomorrow .,take,taking,VBG,him,school,PRP,NN
alright give it back to me let me try again .,give,give,VB,it,me,PRP,PRP
okay give that one to mommy alex i'll see if i can make it go .,give,give,VB,one,alex,NN,NNP
you're delivering mail to me .,deliver,delivering,VBG,mail,me,NN,PRP
well let's take the truck to the circus .,take,take,VB,truck,circus,NN,NN
will you read it to me ?,read,read,VB,it,me,PRP,PRP
throw it to me .,throw,throw,VB,it,me,PRP,PRP
will you read this story to me first .,read,read,VB,story,me,NN,PRP
can you read it to me ?,read,read,VB,it,me,PRP,PRP
you have to read it to me .,read,read,VB,it,me,PRP,PRP
now i thought we were not going to take that and move with it now who should we give that to .,give,give,VB,who,that,WP,DT
you want me to take that to greggy's house so you can come with me .,take,take,VB,that,house,DT,NN
he's bringing them milk to the house to the lady's house .,bring,bringing,VBG,milk,house,NN,NN
oh you were showing it to roy good .,show,showing,VBG,it,good,PRP,NNP
want me to get your little packet of kleenex that you take to shirley's ?,take,take,VBP,that,shirley,WDT,NNP
no we explained it to her that he was dead .,explain,explained,VBD,it,her,PRP,PRP
you gonna take jessica out to the oven !,take,take,VB,jessica,oven,NNP,NN
i know that you'd like me to just read the story jilly to you but this is not a story that just gets read ?,read,read,VB,story,you,NN,PRP
who gave them to you ?,give,gave,VBD,them,you,PRP,PRP
those people gave some to you ?,give,gave,VBD,some,you,DT,PRP
i'm going to give it back to you ?,give,give,VB,it,you,PRP,PRP
we may have to bring sweatshirts to the beach .,bring,bring,VB,sweatshirts,beach,NNS,NN
you always say that to me ?,say,say,VBP,that,me,DT,PRP
i'll show it to you .,show,show,VB,it,you,PRP,PRP
oh who are you going to feed them to .,feed,feed,VB,who,them,WP,PRP
oh do you want to take this to debbie's house .,take,take,VB,this,house,DT,NN
yeah will you bring your lunch to school ?,bring,bring,VB,lunch,school,NN,NN
are you going to take them to the park ?,take,take,VB,them,park,PRP,NN
do you take a carriage or a crib to the park ?,take,take,VB,carriage,park,NN,NN
that was nice of pierre and maryse to bring that to you wasn't it .,bring,bring,VB,that,you,DT,PRP
you gotta tell me about it though you have to talk to me .,tell,tell,VB,me,it,PRP,PRP
you won't read this book to me .,read,read,VB,book,me,NN,PRP
okay read it to me .,read,read,VB,it,me,PRP,PRP
read it to me .,read,read,VB,it,me,PRP,PRP
oh read it to you .,read,read,VB,it,you,PRP,PRP
you gotta read it to me .,read,read,VB,it,me,PRP,PRP
what'd your mom say to you ?,say,say,VB,what,you,WP,PRP
did papa read those to you ?,read,read,VB,those,you,DT,PRP
read it to me em .,read,read,VB,it,me,PRP,PRP
maybe you would like to read the story to me ?,read,read,VB,story,me,NN,PRP
or would you like to read this to mommy .,read,read,VB,this,mommy,DT,NN
all by himself taking cake to their friends .,take,taking,VBG,himself,cake,PRP,NN
