idx,template_id,item,dative,hypothesis_id,hypothesis_item,template_type,template,combo,stimulus,agent,theme,recipient,theme_pronominality,theme_animacy,theme_definiteness,recipient_pronominality,recipient_animacy,recipient_definiteness,length_diff,givenness_template,theme_givenness,recipient_givenness
4999,1,313,do,313,4,agent-1arg,agent-theme,agent-1arg_theme__padpad_0,"Do you see Sarah and the pigs ?
<s> Sarah [verb] us them .",Sarah,them-a,us,pronoun,animate,definite,pronoun,animate,definite,0,1,given,new
5000,1,313,pp,313,4,agent-1arg,agent-theme,agent-1arg_theme__padpad_0,"Do you see Sarah and the pigs ?
<s> Sarah [verb] them to us .",Sarah,them-a,us,pronoun,animate,definite,pronoun,animate,definite,0,1,given,new
5001,1,313,do,313,5,agent-1arg,agent-theme,agent-1arg_theme__padpad_0,"Do you see Michael and the ducks ?
<s> Michael [verb] me them .",Michael,them-a,me,pronoun,animate,definite,pronoun,animate,definite,0,1,given,new
5002,1,313,pp,313,5,agent-1arg,agent-theme,agent-1arg_theme__padpad_0,"Do you see Michael and the ducks ?
<s> Michael [verb] them to me .",Michael,them-a,me,pronoun,animate,definite,pronoun,animate,definite,0,1,given,new
5003,1,313,do,313,6,agent-1arg,agent-theme,agent-1arg_theme__padpad_0,"Do you see Laura and Thomas ?
<s> Laura [verb] us him .",Laura,him,us,pronoun,animate,definite,pronoun,animate,definite,0,1,given,new
5004,1,313,pp,313,6,agent-1arg,agent-theme,agent-1arg_theme__padpad_0,"Do you see Laura and Thomas ?
<s> Laura [verb] him to us .",Laura,him,us,pronoun,animate,definite,pronoun,animate,definite,0,1,given,new
5005,1,313,do,313,7,agent-1arg,agent-theme,agent-1arg_theme__padpad_0,"Do you see Judy and Ross ?
<s> Judy [verb] me him .",Judy,him,me,pronoun,animate,definite,pronoun,animate,definite,0,1,given,new
5006,1,313,pp,313,7,agent-1arg,agent-theme,agent-1arg_theme__padpad_0,"Do you see Judy and Ross ?
<s> Judy [verb] him to me .",Judy,him,me,pronoun,animate,definite,pronoun,animate,definite,0,1,given,new
5007,1,313,do,313,8,agent-1arg,agent-theme,agent-1arg_theme__padpad_0,"Do you see William and Catherine ?
<s> William [verb] us her .",William,her,us,pronoun,animate,definite,pronoun,animate,definite,0,1,given,new
5008,1,313,pp,313,8,agent-1arg,agent-theme,agent-1arg_theme__padpad_0,"Do you see William and Catherine ?
<s> William [verb] her to us .",William,her,us,pronoun,animate,definite,pronoun,animate,definite,0,1,given,new
5009,1,314,do,314,1,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see Alex and Eve ?
<s> Alex [verb] someone her .",Alex,her,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5010,1,314,pp,314,1,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see Alex and Eve ?
<s> Alex [verb] her to someone .",Alex,her,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5011,1,314,do,314,2,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see William and me ?
<s> William [verb] someone me .",William,me,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5012,1,314,pp,314,2,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see William and me ?
<s> William [verb] me to someone .",William,me,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5013,1,314,do,314,3,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see Sarah and the ducks ?
<s> Sarah [verb] someone them .",Sarah,them-a,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5014,1,314,pp,314,3,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see Sarah and the ducks ?
<s> Sarah [verb] them to someone .",Sarah,them-a,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5015,1,314,do,314,4,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see Mark and Peter ?
<s> Mark [verb] someone him .",Mark,him,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5016,1,314,pp,314,4,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see Mark and Peter ?
<s> Mark [verb] him to someone .",Mark,him,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5017,1,314,do,314,5,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see Jenny and us ?
<s> Jenny [verb] someone us .",Jenny,us,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5018,1,314,pp,314,5,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see Jenny and us ?
<s> Jenny [verb] us to someone .",Jenny,us,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5019,1,314,do,314,6,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see Judy and Nina ?
<s> Judy [verb] someone her .",Judy,her,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5020,1,314,pp,314,6,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see Judy and Nina ?
<s> Judy [verb] her to someone .",Judy,her,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5021,1,314,do,314,7,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see Michael and me ?
<s> Michael [verb] someone me .",Michael,me,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5022,1,314,pp,314,7,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see Michael and me ?
<s> Michael [verb] me to someone .",Michael,me,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5023,1,314,do,314,8,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see Laura and the birds ?
<s> Laura [verb] someone them .",Laura,them-a,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5024,1,314,pp,314,8,agent-1arg,agent-theme,agent-1arg_theme__padpai_0,"Do you see Laura and the birds ?
<s> Laura [verb] them to someone .",Laura,them-a,someone,pronoun,animate,definite,pronoun,animate,indefinite,0,1,given,new
5025,1,315,do,315,1,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see William and me ?
<s> William [verb] something me .",William,me,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5026,1,315,pp,315,1,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see William and me ?
<s> William [verb] me to something .",William,me,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5027,1,315,do,315,2,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see Sarah and us ?
<s> Sarah [verb] something us .",Sarah,us,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5028,1,315,pp,315,2,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see Sarah and us ?
<s> Sarah [verb] us to something .",Sarah,us,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5029,1,315,do,315,3,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see Alex and Sally ?
<s> Alex [verb] something her .",Alex,her,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5030,1,315,pp,315,3,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see Alex and Sally ?
<s> Alex [verb] her to something .",Alex,her,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5031,1,315,do,315,4,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see Jenny and those people ?
<s> Jenny [verb] something them .",Jenny,them-a,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5032,1,315,pp,315,4,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see Jenny and those people ?
<s> Jenny [verb] them to something .",Jenny,them-a,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5033,1,315,do,315,5,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see Mark and Joseph ?
<s> Mark [verb] something him .",Mark,him,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5034,1,315,pp,315,5,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see Mark and Joseph ?
<s> Mark [verb] him to something .",Mark,him,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5035,1,315,do,315,6,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see Laura and me ?
<s> Laura [verb] something me .",Laura,me,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5036,1,315,pp,315,6,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see Laura and me ?
<s> Laura [verb] me to something .",Laura,me,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5037,1,315,do,315,7,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see Michael and us ?
<s> Michael [verb] something us .",Michael,us,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5038,1,315,pp,315,7,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see Michael and us ?
<s> Michael [verb] us to something .",Michael,us,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5039,1,315,do,315,8,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see Judy and Catherine ?
<s> Judy [verb] something her .",Judy,her,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5040,1,315,pp,315,8,agent-1arg,agent-theme,agent-1arg_theme__padpii_0,"Do you see Judy and Catherine ?
<s> Judy [verb] her to something .",Judy,her,something,pronoun,animate,definite,pronoun,inanimate,indefinite,0,1,given,new
5041,1,316,do,316,1,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see Laura and me ?
<s> Laura [verb] mommy me .",Laura,me,mommy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5042,1,316,pp,316,1,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see Laura and me ?
<s> Laura [verb] me to mommy .",Laura,me,mommy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5043,1,316,do,316,2,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see Michael and Catherine ?
<s> Michael [verb] mommy her .",Michael,her,mommy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5044,1,316,pp,316,2,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see Michael and Catherine ?
<s> Michael [verb] her to mommy .",Michael,her,mommy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5045,1,316,do,316,3,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see Sarah and me ?
<s> Sarah [verb] daddy me .",Sarah,me,daddy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5046,1,316,pp,316,3,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see Sarah and me ?
<s> Sarah [verb] me to daddy .",Sarah,me,daddy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5047,1,316,do,316,4,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see Jenny and Thomas ?
<s> Jenny [verb] daddy him .",Jenny,him,daddy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5048,1,316,pp,316,4,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see Jenny and Thomas ?
<s> Jenny [verb] him to daddy .",Jenny,him,daddy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5049,1,316,do,316,5,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see Judy and us ?
<s> Judy [verb] daddy us .",Judy,us,daddy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5050,1,316,pp,316,5,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see Judy and us ?
<s> Judy [verb] us to daddy .",Judy,us,daddy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5051,1,316,do,316,6,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see William and Thomas ?
<s> William [verb] mommy him .",William,him,mommy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5052,1,316,pp,316,6,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see William and Thomas ?
<s> William [verb] him to mommy .",William,him,mommy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5053,1,316,do,316,7,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see Alex and the children ?
<s> Alex [verb] mommy them .",Alex,them-a,mommy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5054,1,316,pp,316,7,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see Alex and the children ?
<s> Alex [verb] them to mommy .",Alex,them-a,mommy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5055,1,316,do,316,8,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see Mark and the ducks ?
<s> Mark [verb] daddy them .",Mark,them-a,daddy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5056,1,316,pp,316,8,agent-1arg,agent-theme,agent-1arg_theme__padnad_0,"Do you see Mark and the ducks ?
<s> Mark [verb] them to daddy .",Mark,them-a,daddy,pronoun,animate,definite,noun,animate,definite,0,1,given,new
5057,1,317,do,317,1,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see Alex and us ?
<s> Alex [verb] the boy us .",Alex,us,the boy,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5058,1,317,pp,317,1,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see Alex and us ?
<s> Alex [verb] us to the boy .",Alex,us,the boy,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5059,1,317,do,317,2,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see Mark and Joseph ?
<s> Mark [verb] the girls him .",Mark,him,the girls,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5060,1,317,pp,317,2,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see Mark and Joseph ?
<s> Mark [verb] him to the girls .",Mark,him,the girls,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5061,1,317,do,317,3,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see Jenny and us ?
<s> Jenny [verb] the girl us .",Jenny,us,the girl,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5062,1,317,pp,317,3,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see Jenny and us ?
<s> Jenny [verb] us to the girl .",Jenny,us,the girl,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5063,1,317,do,317,4,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see Sarah and the ducks ?
<s> Sarah [verb] the boy them .",Sarah,them-a,the boy,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5064,1,317,pp,317,4,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see Sarah and the ducks ?
<s> Sarah [verb] them to the boy .",Sarah,them-a,the boy,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5065,1,317,do,317,5,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see William and us ?
<s> William [verb] the girls us .",William,us,the girls,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5066,1,317,pp,317,5,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see William and us ?
<s> William [verb] us to the girls .",William,us,the girls,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5067,1,317,do,317,6,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see Michael and me ?
<s> Michael [verb] the horse me .",Michael,me,the horse,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5068,1,317,pp,317,6,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see Michael and me ?
<s> Michael [verb] me to the horse .",Michael,me,the horse,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5069,1,317,do,317,7,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see Laura and Peter ?
<s> Laura [verb] the girl him .",Laura,him,the girl,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5070,1,317,pp,317,7,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see Laura and Peter ?
<s> Laura [verb] him to the girl .",Laura,him,the girl,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5071,1,317,do,317,8,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see Judy and Catherine ?
<s> Judy [verb] the cat her .",Judy,her,the cat,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5072,1,317,pp,317,8,agent-1arg,agent-theme,agent-1arg_theme__padnad_-1,"Do you see Judy and Catherine ?
<s> Judy [verb] her to the cat .",Judy,her,the cat,pronoun,animate,definite,noun,animate,definite,-1,1,given,new
5073,1,318,do,318,1,agent-1arg,agent-theme,agent-1arg_theme__padnad_-2,"Do you see Laura and those people ?
<s> Laura [verb] the big bears them .",Laura,them-a,the big bears,pronoun,animate,definite,noun,animate,definite,-2,1,given,new
5074,1,318,pp,318,1,agent-1arg,agent-theme,agent-1arg_theme__padnad_-2,"Do you see Laura and those people ?
<s> Laura [verb] them to the big bears .",Laura,them-a,the big bears,pronoun,animate,definite,noun,animate,definite,-2,1,given,new
5075,1,318,do,318,2,agent-1arg,agent-theme,agent-1arg_theme__padnad_-2,"Do you see Sarah and Lily ?
<s> Sarah [verb] the brown bears her .",Sarah,her,the brown bears,pronoun,animate,definite,noun,animate,definite,-2,1,given,new
